170,4041282.13272
171,4146489.85695
172,4225213.69393001
173,4286506.83392001
174,4369787.78888001
175,4424403.74787001
176,4510626.01474001
177,4554866.96363002
178,4637239.99115018
179,4718168.31657006
180,4153863.62688997
181,4070515.73837999
182,4998183.29676001
183,4210645.03087064
184,3857295.07904994
185,4101683.13642993
186,4408022.59291001
187,3962675.60895992
188,4237043.70608012
189,4519362.0047404
190,4317214.20194
191,4334494.97993
192,4375116.51040042
193,4816423.53392003
194,5199087.09291003
195,4870139.07692
196,4921122.44096
197,4971341.33994
198,5011107.71992003
199,5345880.82994023
200,5472887.82992
201,5470574.52897954
