30,28.656887993
31,29.155685894
32,29.655030194
33,30.154200194
34,30.657082196
35,31.154907692
36,31.654251992
37,32.156023892
38,32.656303994
39,33.155101895
40,33.654446195
41,34.156355792
42,34.655015996
43,35.157471992
44,35.657752094
45,36.156549995
46,36.658321895
47,37.161750296
48,37.663659893
49,38.163939995
50,38.665711895
51,39.165056195
52,39.671049893
53,40.169847794
54,40.673101895
55,41.178439893
56,41.681321895
57,42.183640194
58,42.687031992
59,43.193998095
60,43.695907692
61,44.203420194
62,44.709276195
63,45.212667993
64,45.719634096
65,46.225627794
66,46.732030194
67,47.242107993
68,47.749583892
69,48.256549995
70,48.765517692
71,49.276567896
72,49.787192094
73,50.298752094
74,50.808692196
75,51.322854096
76,51.832931895
77,52.347640194
78,52.861627794
79,53.376336093
80,53.894582094
81,54.408743994
82,54.927362094
83,55.444405996
84,55.961679592
85,56.484381793
86,57.002627794
87,57.525504295
88,58.046861992
89,58.569017794
90,59.094459592
91,59.621420194
92,60.147834397
93,60.673101895
94,61.202627794
95,61.732153693
96,62.261679592
97,62.792549995
98,63.326159995
99,63.863854096
100,64.3974640960001
101,64.9355302960001
102,65.4751339940001
103,66.0128280950001
104,66.5534595920001
105,67.0993218950001
106,67.6401276920001
107,68.1874721960001
108,68.7353360930001
109,69.2837636930001
110,69.8342198930001
111,70.3872779930001
112,70.9427636930001
113,71.5013880950001
114,72.0585302960001
115,72.6182377940001
116,73.1798361950001
117,73.7477118950001
118,74.3120498930001
119,74.8843817930001
120,75.4556858940001
121,76.0281920940001
122,76.6046080950001
123,77.1837636930001
124,77.7659202960001
125,78.3491599950001
126,78.9353736930001
127,79.5247260930001
128,80.1202180950001
129,80.7160821960001
130,81.3146858940001
131,81.9173736930001
132,82.5256277940001
133,83.135373693
134,83.7477118950001
135,84.3657636930001
136,84.9851599950001
137,85.6142619970001
138,86.2409917930001
139,86.8757520940001
140,87.5173360930001
141,88.1624577940001
142,88.8084979930001
143,89.4663817930001
144,90.1243021960001
145,90.7923557920001
146,91.4656401940001
147,92.1429720940001
148,92.8314461950001
149,93.5226598930001
150,94.2235239940001
151,94.9314461950001
152,95.6464721960001
153,96.3723602960001
154,97.1106017930001
155,97.8544461950001
156,98.6119980950001
157,99.3763736930001
158,100.155030194
159,100.950931895
160,101.755685894
161,102.575803892
162,103.414685894
163,104.273153693
164,105.146192094
165,106.043556093
166,106.964277993
167,107.912244096
168,108.889828095
169,109.900185996
170,110.950931895
171,112.046277993
172,113.191116093
173,114.404659893
174,115.687933693
175,117.076336093
176,118.592549995
177,120.291556297
178,122.278015996
